invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,Sales,Profit,Month,Weekday,hour,rating_group,profit_per_unit
71,WALM007,Arlington,Food and beverages,89.48,10.0,2019-01-06,12:46:00,Credit card,9.6,0.48,894.8000000000001,429.504,1,Sunday,12,Excellent,42.9504
72,WALM017,McKinney,Fashion accessories,62.12,10.0,2019-02-11,16:19:00,Cash,5.9,0.48,621.1999999999999,298.17599999999993,2,Monday,16,Poor,29.81759999999999
73,WALM096,Eagle Pass,Food and beverages,48.52,3.0,2019-03-05,18:17:00,Ewallet,4.0,0.18,145.56,26.2008,3,Tuesday,18,Poor,8.733600000000001
74,WALM083,Farmers Branch,Electronic accessories,75.91,6.0,2019-03-09,18:21:00,Cash,8.7,0.33,455.46,150.30180000000001,3,Saturday,18,Very Good,25.050300000000004
75,WALM072,Lancaster,Home and lifestyle,74.67,9.0,2019-01-22,10:55:00,Ewallet,9.4,0.33,672.03,221.7699,1,Tuesday,10,Excellent,24.6411
76,WALM003,San Antonio,Electronic accessories,41.65,10.0,2019-01-13,17:04:00,Credit card,5.4,0.48,416.5,199.92,1,Sunday,17,Poor,19.991999999999997
77,WALM058,Port Arthur,Fashion accessories,49.04,9.0,2019-01-09,14:20:00,Credit card,8.6,0.33,441.36,145.64880000000002,1,Wednesday,14,Very Good,16.183200000000003
78,WALM094,Alamo,Fashion accessories,20.01,9.0,2019-01-12,15:48:00,Credit card,5.7,0.33,180.09,59.429700000000004,1,Saturday,15,Poor,6.603300000000001
79,WALM063,Georgetown,Food and beverages,78.31,10.0,2019-03-05,16:24:00,Ewallet,6.6,0.33,783.1,258.423,3,Tuesday,16,Fair,25.8423
80,WALM071,Lufkin,Health and beauty,20.38,5.0,2019-01-22,18:56:00,Cash,6.0,0.33,101.89999999999999,33.626999999999995,1,Tuesday,18,Fair,6.725399999999999
81,WALM061,Cedar Park,Health and beauty,99.19,6.0,2019-01-21,14:42:00,Credit card,5.5,0.33,595.14,196.3962,1,Monday,14,Poor,32.7327
82,WALM090,Brownwood,Food and beverages,96.68,3.0,2019-01-26,19:56:00,Ewallet,6.4,0.33,290.04,95.71320000000001,1,Saturday,19,Fair,31.904400000000006
83,WALM061,Cedar Park,Food and beverages,19.25,8.0,2019-01-23,18:37:00,Ewallet,6.6,0.33,154.0,50.82,1,Wednesday,18,Fair,6.3525
84,WALM041,Mission,Food and beverages,80.36,4.0,2019-02-23,18:45:00,Ewallet,8.3,0.48,321.44,154.2912,2,Saturday,18,Very Good,38.5728
85,WALM097,Alice,Sports and travel,48.91,5.0,2019-03-09,10:17:00,Cash,6.6,0.18,244.54999999999998,44.019,3,Saturday,10,Fair,8.803799999999999
86,WALM043,Baytown,Sports and travel,83.06,7.0,2019-03-05,14:31:00,Ewallet,4.0,0.48,581.4200000000001,279.08160000000004,3,Tuesday,14,Poor,39.86880000000001
87,WALM042,Bryan,Fashion accessories,76.52,5.0,2019-03-25,10:23:00,Cash,9.9,0.48,382.59999999999997,183.64799999999997,3,Monday,10,Excellent,36.72959999999999
88,WALM046,Temple,Food and beverages,49.38,7.0,2019-03-27,20:35:00,Credit card,7.3,0.48,345.66,165.9168,3,Wednesday,20,Good,23.7024
89,WALM011,Lubbock,Sports and travel,42.47,1.0,2019-01-02,16:57:00,Cash,5.7,0.48,42.47,20.3856,1,Wednesday,16,Poor,20.3856
90,WALM064,Bedford,Health and beauty,76.99,6.0,2019-02-27,17:55:00,Cash,6.1,0.33,461.93999999999994,152.44019999999998,2,Wednesday,17,Fair,25.406699999999997
91,WALM095,Big Spring,Home and lifestyle,47.38,4.0,2019-01-23,10:25:00,Cash,7.1,0.33,189.52,62.54160000000001,1,Wednesday,10,Good,15.635400000000002
92,WALM049,North Richland Hills,Sports and travel,44.86,10.0,2019-01-26,19:54:00,Ewallet,8.2,0.48,448.6,215.328,1,Saturday,19,Very Good,21.5328
93,WALM040,Edinburg,Sports and travel,21.98,7.0,2019-01-10,16:42:00,Ewallet,5.1,0.48,153.86,73.8528,1,Thursday,16,Poor,10.5504
94,WALM065,Texas City,Health and beauty,64.36,9.0,2019-03-12,12:09:00,Credit card,8.6,0.33,579.24,191.1492,3,Tuesday,12,Very Good,21.2388
95,WALM075,San Marcos,Health and beauty,89.75,1.0,2019-02-06,20:05:00,Credit card,6.6,0.33,89.75,29.6175,2,Wednesday,20,Fair,29.6175
96,WALM034,College Station,Electronic accessories,97.16,1.0,2019-03-08,20:38:00,Ewallet,7.2,0.48,97.16,46.636799999999994,3,Friday,20,Good,46.636799999999994
97,WALM014,Amarillo,Health and beauty,87.87,10.0,2019-03-29,10:25:00,Ewallet,5.1,0.48,878.7,421.776,3,Friday,10,Poor,42.1776
98,WALM096,Eagle Pass,Electronic accessories,12.45,6.0,2019-02-09,13:11:00,Cash,4.1,0.18,74.69999999999999,13.445999999999998,2,Saturday,13,Poor,2.2409999999999997
99,WALM004,Austin,Food and beverages,52.75,3.0,2019-03-23,10:16:00,Ewallet,9.3,0.48,158.25,75.96,3,Saturday,10,Excellent,25.319999999999997
100,WALM011,Lubbock,Home and lifestyle,82.7,6.0,2019-03-05,18:14:00,Cash,7.4,0.48,496.20000000000005,238.17600000000002,3,Tuesday,18,Good,39.696000000000005
101,WALM075,San Marcos,Fashion accessories,48.71,1.0,2019-03-26,19:20:00,Cash,4.1,0.33,48.71,16.0743,3,Tuesday,19,Poor,16.0743
102,WALM057,Euless,Fashion accessories,78.55,9.0,2019-03-01,13:22:00,Cash,7.2,0.33,706.9499999999999,233.2935,3,Friday,13,Good,25.921499999999998
103,WALM023,Midland,Electronic accessories,23.07,9.0,2019-02-01,11:27:00,Cash,4.9,0.48,207.63,99.66239999999999,2,Friday,11,Poor,11.073599999999999
104,WALM012,Garland,Food and beverages,58.26,6.0,2019-03-28,16:44:00,Cash,9.9,0.48,349.56,167.7888,3,Thursday,16,Excellent,27.9648
105,WALM078,Del Rio,Health and beauty,30.35,7.0,2019-03-19,18:19:00,Cash,8.0,0.33,212.45000000000002,70.1085,3,Tuesday,18,Very Good,10.015500000000001
106,WALM055,Waxahachie,Electronic accessories,88.67,10.0,2019-01-12,14:50:00,Ewallet,7.3,0.33,886.7,292.61100000000005,1,Saturday,14,Good,29.261100000000006
107,WALM038,Sugar Land,Fashion accessories,27.38,6.0,2019-01-05,20:54:00,Credit card,7.9,0.48,164.28,78.8544,1,Saturday,20,Good,13.1424
108,WALM049,North Richland Hills,Sports and travel,62.13,6.0,2019-03-22,20:19:00,Cash,7.4,0.48,372.78000000000003,178.9344,3,Friday,20,Good,29.822400000000002
109,WALM044,Pharr,Food and beverages,33.98,9.0,2019-03-24,10:43:00,Cash,4.2,0.48,305.82,146.7936,3,Sunday,10,Poor,16.3104
110,WALM056,Rowlett,Electronic accessories,81.97,10.0,2019-03-03,14:30:00,Cash,9.2,0.33,819.7,270.50100000000003,3,Sunday,14,Excellent,27.050100000000004
111,WALM007,Arlington,Sports and travel,16.49,2.0,2019-02-05,11:32:00,Ewallet,4.6,0.48,32.98,15.830399999999997,2,Tuesday,11,Poor,7.915199999999999
112,WALM025,Waco,Health and beauty,98.21,3.0,2019-02-05,10:41:00,Credit card,7.8,0.48,294.63,141.42239999999998,2,Tuesday,10,Good,47.14079999999999
113,WALM005,Fort Worth,Fashion accessories,72.84,7.0,2019-02-15,12:44:00,Cash,8.4,0.48,509.88,244.74239999999998,2,Friday,12,Very Good,34.96319999999999
114,WALM024,Carrollton,Home and lifestyle,58.07,9.0,2019-01-19,20:07:00,Ewallet,4.3,0.48,522.63,250.86239999999998,1,Saturday,20,Poor,27.873599999999996
115,WALM003,San Antonio,Home and lifestyle,80.79,9.0,2019-02-01,20:31:00,Credit card,9.5,0.36,727.11,261.7596,2,Friday,20,Excellent,29.0844
116,WALM087,Waxahachie,Fashion accessories,27.02,3.0,2019-03-02,13:01:00,Credit card,7.1,0.33,81.06,26.7498,3,Saturday,13,Good,8.9166
117,WALM040,Edinburg,Fashion accessories,21.94,5.0,2019-03-05,12:29:00,Ewallet,5.3,0.48,109.7,52.656,3,Tuesday,12,Poor,10.5312
118,WALM071,Lufkin,Fashion accessories,51.36,1.0,2019-01-16,15:26:00,Ewallet,5.2,0.33,51.36,16.948800000000002,1,Wednesday,15,Poor,16.948800000000002
119,WALM027,Abilene,Food and beverages,10.96,10.0,2019-02-02,20:48:00,Ewallet,6.0,0.48,109.60000000000001,52.608000000000004,2,Saturday,20,Fair,5.260800000000001
120,WALM071,Lufkin,Home and lifestyle,53.44,2.0,2019-01-20,20:38:00,Ewallet,4.1,0.33,106.88,35.2704,1,Sunday,20,Poor,17.6352
121,WALM014,Amarillo,Electronic accessories,99.56,8.0,2019-02-14,17:03:00,Credit card,5.2,0.48,796.48,382.3104,2,Thursday,17,Poor,47.7888
122,WALM069,Rockwall,Sports and travel,57.12,7.0,2019-01-12,12:02:00,Credit card,6.5,0.33,399.84,131.9472,1,Saturday,12,Fair,18.849600000000002
123,WALM085,Kerrville,Sports and travel,99.96,9.0,2019-03-09,17:26:00,Credit card,4.2,0.33,899.64,296.88120000000004,3,Saturday,17,Poor,32.9868
124,WALM061,Cedar Park,Home and lifestyle,63.91,8.0,2019-03-13,19:52:00,Credit card,4.6,0.33,511.28,168.7224,3,Wednesday,19,Poor,21.0903
125,WALM088,Cleburne,Fashion accessories,56.47,8.0,2019-03-09,14:57:00,Ewallet,7.3,0.33,451.76,149.0808,3,Saturday,14,Good,18.6351
126,WALM034,College Station,Home and lifestyle,93.69,7.0,2019-03-10,18:44:00,Credit card,4.5,0.48,655.8299999999999,314.79839999999996,3,Sunday,18,Poor,44.971199999999996
127,WALM016,Brownsville,Sports and travel,32.25,5.0,2019-01-27,13:26:00,Cash,9.0,0.48,161.25,77.39999999999999,1,Sunday,13,Excellent,15.479999999999999
128,WALM044,Pharr,Fashion accessories,31.73,9.0,2019-01-08,16:17:00,Credit card,5.9,0.48,285.57,137.0736,1,Tuesday,16,Poor,15.2304
129,WALM035,San Angelo,Food and beverages,68.54,8.0,2019-01-08,15:57:00,Ewallet,8.5,0.48,548.32,263.1936,1,Tuesday,15,Very Good,32.8992
130,WALM018,Frisco,Sports and travel,90.28,9.0,2019-02-08,11:15:00,Ewallet,7.2,0.48,812.52,390.0096,2,Friday,11,Good,43.334399999999995
131,WALM022,Mesquite,Fashion accessories,39.62,7.0,2019-01-25,13:18:00,Cash,7.5,0.48,277.34,133.1232,1,Friday,13,Good,19.017599999999998
132,WALM068,Burleson,Sports and travel,92.13,6.0,2019-03-06,20:34:00,Cash,8.3,0.33,552.78,182.4174,3,Wednesday,20,Very Good,30.4029
133,WALM055,Waxahachie,Sports and travel,34.84,4.0,2019-02-10,18:36:00,Cash,7.4,0.33,139.36,45.988800000000005,2,Sunday,18,Good,11.497200000000001
134,WALM002,Dallas,Electronic accessories,87.45,6.0,2019-02-17,14:40:00,Credit card,8.8,0.36,524.7,188.892,2,Sunday,14,Very Good,31.482
135,WALM062,Galveston,Health and beauty,81.3,6.0,2019-03-08,16:43:00,Ewallet,5.3,0.33,487.79999999999995,160.974,3,Friday,16,Poor,26.828999999999997
136,WALM098,Mineral Wells,Fashion accessories,90.22,3.0,2019-02-18,19:39:00,Cash,6.2,0.18,270.65999999999997,48.718799999999995,2,Monday,19,Fair,16.2396
137,WALM027,Abilene,Electronic accessories,26.31,5.0,2019-01-18,20:59:00,Credit card,8.8,0.48,131.54999999999998,63.14399999999999,1,Friday,20,Very Good,12.628799999999998
138,WALM093,Angleton,Home and lifestyle,34.42,6.0,2019-02-18,15:39:00,Cash,9.8,0.33,206.52,68.1516,2,Monday,15,Excellent,11.358600000000001
139,WALM029,Round Rock,Sports and travel,51.91,10.0,2019-02-16,12:21:00,Cash,8.2,0.48,519.0999999999999,249.16799999999995,2,Saturday,12,Very Good,24.916799999999995
140,WALM016,Brownsville,Sports and travel,72.5,8.0,2019-03-16,19:25:00,Ewallet,9.2,0.48,580.0,278.4,3,Saturday,19,Excellent,34.8
141,WALM023,Midland,Sports and travel,89.8,10.0,2019-01-23,13:00:00,Credit card,5.4,0.48,898.0,431.03999999999996,1,Wednesday,13,Poor,43.104
142,WALM012,Garland,Health and beauty,90.5,10.0,2019-01-25,13:48:00,Cash,8.1,0.48,905.0,434.4,1,Friday,13,Very Good,43.44
143,WALM052,Mansfield,Health and beauty,68.6,10.0,2019-02-05,19:57:00,Cash,9.1,0.57,686.0,391.02,2,Tuesday,19,Excellent,39.102
144,WALM097,Alice,Food and beverages,30.41,1.0,2019-02-22,10:36:00,Credit card,8.4,0.18,30.41,5.4738,2,Friday,10,Very Good,5.4738
145,WALM045,Missouri City,Home and lifestyle,77.95,6.0,2019-01-21,16:37:00,Credit card,8.0,0.48,467.70000000000005,224.496,1,Monday,16,Very Good,37.416000000000004
146,WALM047,Flower Mound,Health and beauty,46.26,6.0,2019-03-08,17:11:00,Credit card,9.5,0.48,277.56,133.2288,3,Friday,17,Excellent,22.204800000000002
147,WALM026,Denton,Fashion accessories,30.14,10.0,2019-02-10,12:28:00,Ewallet,9.2,0.48,301.4,144.672,2,Sunday,12,Excellent,14.4672
148,WALM054,Sherman,Health and beauty,66.14,4.0,2019-03-19,12:46:00,Credit card,5.6,0.21,264.56,55.5576,3,Tuesday,12,Poor,13.8894
149,WALM049,North Richland Hills,Home and lifestyle,71.86,8.0,2019-03-06,15:07:00,Credit card,6.2,0.48,574.88,275.94239999999996,3,Wednesday,15,Fair,34.492799999999995
150,WALM065,Texas City,Health and beauty,32.46,8.0,2019-03-27,13:48:00,Credit card,4.9,0.33,259.68,85.6944,3,Wednesday,13,Poor,10.7118
151,WALM016,Brownsville,Fashion accessories,91.54,4.0,2019-03-23,19:20:00,Credit card,4.8,0.48,366.16,175.7568,3,Saturday,19,Poor,43.9392
152,WALM070,Hurst,Sports and travel,34.56,7.0,2019-03-11,16:07:00,Credit card,7.3,0.33,241.92000000000002,79.8336,3,Monday,16,Good,11.4048
153,WALM099,Weatherford,Fashion accessories,83.24,9.0,2019-01-29,11:56:00,Credit card,7.4,0.18,749.16,134.84879999999998,1,Tuesday,11,Good,14.983199999999998
154,WALM071,Lufkin,Food and beverages,16.48,6.0,2019-02-07,18:23:00,Ewallet,9.9,0.33,98.88,32.6304,2,Thursday,18,Excellent,5.438400000000001
155,WALM078,Del Rio,Sports and travel,80.97,8.0,2019-01-28,13:05:00,Cash,9.3,0.33,647.76,213.76080000000002,1,Monday,13,Excellent,26.720100000000002
156,WALM074,Weslaco,Food and beverages,92.29,5.0,2019-02-20,15:55:00,Cash,9.0,0.33,461.45000000000005,152.2785,2,Wednesday,15,Excellent,30.4557
157,WALM042,Bryan,Electronic accessories,72.17,1.0,2019-01-04,19:40:00,Cash,6.1,0.48,72.17,34.6416,1,Friday,19,Fair,34.6416
158,WALM013,Irving,Home and lifestyle,50.28,5.0,2019-03-07,13:58:00,Ewallet,9.7,0.48,251.4,120.672,3,Thursday,13,Excellent,24.1344
159,WALM100,Canyon,Health and beauty,97.22,9.0,2019-03-30,14:43:00,Ewallet,6.0,0.18,874.98,157.4964,3,Saturday,14,Fair,17.4996
160,WALM094,Alamo,Sports and travel,93.39,6.0,2019-03-27,19:18:00,Ewallet,10.0,0.33,560.34,184.9122,3,Wednesday,19,Excellent,30.818700000000003
161,WALM028,Odessa,Food and beverages,43.18,8.0,2019-01-19,19:39:00,Credit card,8.3,0.48,345.44,165.81119999999999,1,Saturday,19,Very Good,20.726399999999998
162,WALM019,Pasadena,Sports and travel,63.69,1.0,2019-02-25,16:21:00,Cash,6.0,0.48,63.69,30.571199999999997,2,Monday,16,Fair,30.571199999999997
163,WALM011,Lubbock,Food and beverages,45.79,7.0,2019-03-13,19:44:00,Credit card,7.0,0.48,320.53,153.85439999999997,3,Wednesday,19,Good,21.979199999999995
